,STPK,Mutant,DEG,Fold-change (log2),p-value,Induced/ Repressed
1763,PknK,LOF,Rv1875,-2.5216,1.25e-19,Repressed
1764,PknK,LOF,Rv0793,-2.5169,3.95e-06,Repressed
1765,PknK,LOF,Rv2016,-2.5019,8.29e-13,Repressed
1766,PknK,LOF,Rv2010,-2.4747,3.85e-20,Repressed
1767,PknK,LOF,Rv2619c,-2.4682,1.73e-14,Repressed
1768,PknK,LOF,Rv1804c,-2.4472,7.74e-10,Repressed
1769,PknK,LOF,Rv3526,-2.4335,3.23e-27,Repressed
1770,PknK,LOF,Rv2011c,-2.4317,6.18e-19,Repressed
1771,PknK,LOF,Rv1895,-2.4191,5.72e-20,Repressed
1772,PknK,LOF,Rv3531c,-2.3928,1.79e-22,Repressed
1773,PknK,LOF,Rv2516c,-2.3916,3.15e-24,Repressed
1774,PknK,LOF,Rv2398c,-2.3911,5.34e-10,Repressed
1775,PknK,LOF,Rv2053c,-2.372,4.27e-24,Repressed
1776,PknK,LOF,Rv0711,-2.3631,3.88e-26,Repressed
1777,PknK,LOF,Rv1131,-2.3508,4.56e-05,Repressed
1778,PknK,LOF,Rv2036,-2.3327,3.61e-22,Repressed
1779,PknK,LOF,Rv0767c,-2.3221,4.06e-17,Repressed
1780,PknK,LOF,Rv2399c,-2.3221,6.25e-17,Repressed
1781,PknK,LOF,Rv3060c,-2.3102,6.29e-26,Repressed
1782,PknK,LOF,Rv2622,-2.2972,4.67e-12,Repressed
1783,PknK,LOF,Rv3570c,-2.2943,5.91e-23,Repressed
1784,PknK,LOF,Rv2745c,-2.2704,9.53e-19,Repressed
1785,PknK,LOF,Rv0991c,-2.2688,1.36e-19,Repressed
1786,PknK,LOF,Rv1801,-2.2667,3.38e-17,Repressed
1787,PknK,LOF,Rv1057,-2.2659,3.31e-16,Repressed
1788,PknK,LOF,Rv0791c,-2.2506,5.06e-30,Repressed
1789,PknK,LOF,Rv0654,-2.229,5.42e-09,Repressed
1790,PknK,LOF,Rv2086,-2.2124,1.94e-11,Repressed
1791,PknK,LOF,Rv2009,-2.1943,1.51e-12,Repressed
1792,PknK,LOF,Rv0465c,-2.1766,1.22e-08,Repressed
1793,PknK,LOF,Rv1129c,-2.134,0.000157577,Repressed
1794,PknK,LOF,Rv3334,-2.1259,6.11e-17,Repressed
1795,PknK,LOF,Rv1221,-2.1118,1.69e-25,Repressed
1796,PknK,LOF,Rv3223c,-2.1054,1.59e-16,Repressed
1797,PknK,LOF,Rv1044,-2.1002,6.96e-07,Repressed
1798,PknK,LOF,Rv2694c,-2.0717,8.37e-18,Repressed
1799,PknK,LOF,Rv3862c,-2.063,2.51e-05,Repressed
1800,PknK,LOF,Rv3516,-2.0444,4.32e-11,Repressed
1801,PknK,LOF,Rv2400c,-2.0316,3.12e-14,Repressed
1802,PknK,LOF,Rv1587c,-2.0303,3.44e-09,Repressed
1803,PknK,LOF,Rv0990c,-2.0292,1.66e-08,Repressed
1804,PknK,LOF,Rv2391,-2.026,8.24e-18,Repressed
1805,PknK,LOF,Rv2618,-2.0142,5.35e-11,Repressed
1806,PknK,LOF,Rv3161c,-2.012,1.21e-21,Repressed
1807,PknK,LOF,Rv0766c,-2.0104,1.87e-18,Repressed
1808,PknK,LOF,Rv3861,-2.0085,0.000178713,Repressed
1809,PknK,LOF,Rv1733c,2.0508,3.6e-30,Induced
1810,PknK,LOF,Rv0356c,2.055,1.78e-10,Induced
1811,PknK,LOF,Rv3477,2.0953,4.99e-16,Induced
1812,PknK,LOF,Rv3611,2.0964,7.4e-10,Induced
1813,PknK,LOF,Rv3507,2.13,8.67e-29,Induced
1814,PknK,LOF,Rv1196,2.1433,1.27e-19,Induced
1815,PknK,LOF,Rv1652,2.1551,1.94e-11,Induced
1816,PknK,LOF,Rv0569,2.2092,1.99e-41,Induced
1817,PknK,LOF,Rv0570,2.3565,7.99e-37,Induced
1818,PknK,LOF,Rv2033c,2.3654,1.01e-21,Induced
1819,PknK,LOF,Rv1654,2.3738,1.38e-21,Induced
1820,PknK,LOF,Rv2329c,2.429,2.98e-22,Induced
1821,PknK,LOF,Rv1657,2.4631,8.43e-13,Induced
1822,PknK,LOF,Rv3686c,2.5389,3.4e-15,Induced
1823,PknK,LOF,Rv3616c,2.6108,2.83e-40,Induced
1824,PknK,LOF,Rv0098,2.6122,1.09e-05,Induced
1825,PknK,LOF,Rv1655,2.6322,1.94e-14,Induced
1826,PknK,LOF,Rv0097,2.6509,2.47e-10,Induced
1827,PknK,LOF,Rv1653,2.701,8.42e-33,Induced
1828,PknK,LOF,Rv3077,2.83,3.17e-15,Induced
1829,PknK,LOF,Rv1998c,2.8814,5.58e-34,Induced
1830,PknK,LOF,Rv0572c,3.018,9.52e-33,Induced
1831,PknK,LOF,Rv1195,3.1154,3.55e-22,Induced
1832,PknK,LOF,Rv3615c,3.2119,1.79e-38,Induced
1833,PknK,LOF,Rv0096,3.4857,3.22e-11,Induced
1834,PknK,LOF,Rv3612c,3.5357,3.41e-24,Induced
1835,PknK,LOF,Rv3614c,3.7823,7.78e-48,Induced
1836,PknK,LOF,Rv3613c,4.2423,9.04e-40,Induced
1837,PknK,LOF,Rv3078,4.8844,1.03e-37,Induced
1838,PknK,LOF,Rv3079c,5.2529,2.91e-80,Induced
1839,PknL,OE,Rv0252,-6.4819,1.61e-155,Repressed
1840,PknL,OE,Rv3371,-6.1604,2.03e-155,Repressed
1841,PknL,OE,Rv3131,-5.0268,8.74e-24,Repressed
1842,PknL,OE,Rv1542c,-5.0186,2.02e-99,Repressed
1843,PknL,OE,Rv0260c,-4.9392,9.95e-89,Repressed
1844,PknL,OE,Rv0253,-4.7833,4.85e-155,Repressed
1845,PknL,OE,Rv1734c,-4.6922,5.89e-155,Repressed
1846,PknL,OE,Rv1535,-4.1551,3.11e-70,Repressed
1847,PknL,OE,Rv2321c,-3.8232,1.7e-67,Repressed
1848,PknL,OE,Rv2320c,-3.635,1.02e-149,Repressed
1849,PknL,OE,Rv3290c,-3.4839,6.48e-151,Repressed
1850,PknL,OE,Rv3127,-3.4547,1.5e-22,Repressed
1851,PknL,OE,Rv3130c,-3.3103,7.44e-09,Repressed
1852,PknL,OE,Rv0747,-3.2974,5.18e-138,Repressed
1853,PknL,OE,Rv1996,-3.2803,2.44e-25,Repressed
1854,PknL,OE,Rv2322c,-3.2654,5.85e-68,Repressed
1855,PknL,OE,Rv3743c,-3.2486,2.25e-140,Repressed
1856,PknL,OE,Rv0259c,-3.2261,3.15e-78,Repressed
1857,PknL,OE,Rv3372,-3.2161,7.27e-137,Repressed
1858,PknL,OE,Rv2319c,-3.1873,1.37e-59,Repressed
1859,PknL,OE,Rv1536,-3.1681,2.38e-42,Repressed
1860,PknL,OE,Rv1738,-3.131,1.71e-07,Repressed
1861,PknL,OE,Rv0261c,-3.0971,5.79e-82,Repressed
1862,PknL,OE,Rv1163,-3.0791,1.86e-47,Repressed
1863,PknL,OE,Rv2627c,-3.0325,2e-12,Repressed
1864,PknL,OE,Rv2558,-3.0312,6.16e-92,Repressed
1865,PknL,OE,Rv1807,-3.0287,1.02e-30,Repressed
1866,PknL,OE,Rv3416,-3.0152,6.06e-132,Repressed
1867,PknL,OE,Rv2160A,-2.9764,2.2e-133,Repressed
1868,PknL,OE,Rv3633,-2.9507,3.59e-65,Repressed
1869,PknL,OE,Rv2159c,-2.948,5.05e-83,Repressed
1870,PknL,OE,Rv2557,-2.9136,2.14e-78,Repressed
1871,PknL,OE,Rv2780,-2.9088,1.61e-73,Repressed
1872,PknL,OE,Rv2395B,-2.9056,2.5e-138,Repressed
1873,PknL,OE,Rv1161,-2.8992,3.61e-122,Repressed
1874,PknL,OE,Rv2160c,-2.8714,5.58e-108,Repressed
1875,PknL,OE,Rv1554,-2.8691,2.98e-48,Repressed
1876,PknL,OE,Rv1808,-2.802,8.2e-74,Repressed
1877,PknL,OE,Rv2559c,-2.7936,6.85e-88,Repressed
1878,PknL,OE,Rv2329c,-2.7932,3e-75,Repressed
1879,PknL,OE,Rv1181,-2.7517,6.89e-78,Repressed
1880,PknL,OE,Rv1162,-2.7333,3.73e-127,Repressed
1881,PknL,OE,Rv2158c,-2.7179,1.02e-103,Repressed
1882,PknL,OE,Rv0106,-2.6697,1.46e-95,Repressed
1883,PknL,OE,Rv2395A,-2.6694,2e-126,Repressed
1884,PknL,OE,Rv2933,-2.667,2.58e-118,Repressed
1885,PknL,OE,Rv0280,-2.6484,4.11e-79,Repressed
1886,PknL,OE,Rv1164,-2.6242,1.54e-121,Repressed
1887,PknL,OE,Rv1180,-2.5913,5.62e-126,Repressed
1888,PknL,OE,Rv1638A,-2.5692,8.51e-106,Repressed
1889,PknL,OE,Rv1553,-2.5331,3.83e-41,Repressed
1890,PknL,OE,Rv1705c,-2.5174,8.73e-75,Repressed
1891,PknL,OE,Rv2323c,-2.482,1.52e-44,Repressed
1892,PknL,OE,Rv0297,-2.4474,9.61e-91,Repressed
1893,PknL,OE,Rv1809,-2.4422,1.58e-58,Repressed
1894,PknL,OE,Rv2584c,-2.4272,1.02e-70,Repressed
1895,PknL,OE,Rv2932,-2.3986,1.53e-95,Repressed
1896,PknL,OE,Rv1622c,-2.3892,4.26e-13,Repressed
1897,PknL,OE,Rv2161c,-2.3886,2.88e-117,Repressed
1898,PknL,OE,Rv0417,-2.3807,6.99e-41,Repressed
1899,PknL,OE,Rv0254c,-2.3355,8.08e-57,Repressed
1900,PknL,OE,Rv1555,-2.2884,5e-38,Repressed
1901,PknL,OE,Rv0397A,-2.2668,2.35e-84,Repressed
1902,PknL,OE,Rv0622,-2.2654,1.9e-45,Repressed
1903,PknL,OE,Rv3134c,-2.2283,8.73e-11,Repressed
1904,PknL,OE,Rv3891c,-2.1861,1.35e-77,Repressed
1905,PknL,OE,Rv1087,-2.1757,6.45e-103,Repressed
1906,PknL,OE,Rv2157c,-2.1732,8.78e-98,Repressed
1907,PknL,OE,Rv0398c,-2.1665,4.45e-87,Repressed
1908,PknL,OE,Rv1621c,-2.133,2.83e-22,Repressed
1909,PknL,OE,Rv3615c,-2.0877,1.23e-51,Repressed
1910,PknL,OE,Rv3507,-2.0764,5.92e-63,Repressed
1911,PknL,OE,Rv0569,-2.0479,5.22e-20,Repressed
1912,PknL,OE,Rv0834c,-2.0308,1.92e-63,Repressed
1913,PknL,OE,Rv1552,-2.0285,1.6e-48,Repressed
1914,PknL,OE,Rv1639c,-2.0261,3.44e-77,Repressed
1915,PknL,OE,Rv3616c,-2.0189,4.79e-60,Repressed
1916,PknL,OE,Rv2628,-2.0167,1.03e-10,Repressed
1917,PknL,OE,Rv1706c,-2.0099,6.01e-57,Repressed
1918,PknL,OE,Rv1644,2.0029,3.63e-40,Induced
1919,PknL,OE,Rv2651c,2.0185,1.35e-22,Induced
1920,PknL,OE,Rv3152,2.0202,6.33e-31,Induced
1921,PknL,OE,Rv2862A,2.0243,0.001849601,Induced
1922,PknL,OE,Rv1717,2.0274,1.34e-05,Induced
1923,PknL,OE,Rv0241c,2.0442,1.33e-34,Induced
1924,PknL,OE,Rv1129c,2.0474,1.93e-13,Induced
1925,PknL,OE,Rv2033c,2.0476,1.8e-21,Induced
1926,PknL,OE,Rv2054,2.0482,4.33e-20,Induced
1927,PknL,OE,Rv2085,2.0499,8.32e-12,Induced
1928,PknL,OE,Rv0240,2.0502,5.75e-23,Induced
1929,PknL,OE,Rv0974c,2.0514,1.51e-14,Induced
1930,PknL,OE,Rv2428,2.0572,7.96e-18,Induced
1931,PknL,OE,Rv3455c,2.059,9.26e-38,Induced
1932,PknL,OE,Rv1612,2.067,3.39e-46,Induced
1933,PknL,OE,Rv2783c,2.0736,1.84e-35,Induced
1934,PknL,OE,Rv0485,2.0753,4.32e-36,Induced
1935,PknL,OE,Rv2075c,2.0753,2.34e-39,Induced
1936,PknL,OE,Rv2886c,2.0859,7.04e-17,Induced
1937,PknL,OE,Rv3586,2.0939,1.7e-31,Induced
1938,PknL,OE,Rv1115,2.0973,1.04e-11,Induced
1939,PknL,OE,Rv0596c,2.1001,1.56e-06,Induced
1940,PknL,OE,Rv1157c,2.1022,1.03e-35,Induced
1941,PknL,OE,Rv1631,2.1036,1.74e-49,Induced
1942,PknL,OE,Rv2251,2.1095,3.22e-21,Induced
1943,PknL,OE,Rv3102c,2.1098,2.6e-22,Induced
1944,PknL,OE,Rv2364c,2.1103,1.33e-22,Induced
1945,PknL,OE,Rv3157,2.1137,7.44e-28,Induced
1946,PknL,OE,Rv2643,2.1158,4.77e-24,Induced
1947,PknL,OE,Rv3282,2.1177,3.25e-32,Induced
1948,PknL,OE,Rv0841,2.1189,4.13e-12,Induced
1949,PknL,OE,Rv3922c,2.1269,4.2e-29,Induced
1950,PknL,OE,Rv3918c,2.1439,3.7e-33,Induced
1951,PknL,OE,Rv2074,2.1454,4.48e-35,Induced
1952,PknL,OE,Rv3810,2.1457,2.64e-49,Induced
1953,PknL,OE,Rv3012c,2.1552,2.98e-06,Induced
1954,PknL,OE,Rv1591,2.1599,2.23e-33,Induced
1955,PknL,OE,Rv1457c,2.1728,1.17e-18,Induced
1956,PknL,OE,Rv1594,2.1819,2.04e-56,Induced
1957,PknL,OE,Rv0694,2.1853,4.74e-49,Induced
1958,PknL,OE,Rv2034,2.1934,4.78e-27,Induced
1959,PknL,OE,Rv1277,2.2133,8.88e-30,Induced
1960,PknL,OE,Rv2164c,2.2138,4.17e-25,Induced
1961,PknL,OE,Rv0975c,2.2141,9.41e-17,Induced
1962,PknL,OE,Rv0380c,2.2172,4.79e-28,Induced
1963,PknL,OE,Rv2872,2.2197,1.76e-19,Induced
1964,PknL,OE,Rv3454,2.2209,1.07e-21,Induced
1965,PknL,OE,Rv0541c,2.226,6.34e-32,Induced
1966,PknL,OE,Rv0976c,2.229,4.37e-18,Induced
1967,PknL,OE,Rv3366,2.2302,1.08e-07,Induced
1968,PknL,OE,Rv2863,2.2334,1.15e-08,Induced
1969,PknL,OE,Rv2894c,2.235,3.37e-29,Induced
1970,PknL,OE,Rv1714,2.2448,9.85e-15,Induced
1971,PknL,OE,Rv0052,2.245,5.79e-17,Induced
1972,PknL,OE,Rv1716,2.2488,1.67e-11,Induced
1973,PknL,OE,Rv2601A,2.2492,1.7e-20,Induced
1974,PknL,OE,Rv3026c,2.2493,1.2e-17,Induced
1975,PknL,OE,Rv3587c,2.2863,8.79e-40,Induced
1976,PknL,OE,Rv3209,2.2876,2.49e-19,Induced
1977,PknL,OE,Rv1593c,2.2903,4.02e-27,Induced
1978,PknL,OE,Rv1815,2.2913,2.12e-44,Induced
1979,PknL,OE,Rv3310,2.292,3.27e-30,Induced
1980,PknL,OE,Rv0083,2.2943,2.3e-29,Induced
1981,PknL,OE,Rv3188,2.2973,1.36e-23,Induced
1982,PknL,OE,Rv0467,2.3039,6.37e-31,Induced
1983,PknL,OE,Rv0057,2.3087,6.39e-33,Induced
1984,PknL,OE,Rv0302,2.3099,2.62e-35,Induced
1985,PknL,OE,Rv3247c,2.3152,9.44e-32,Induced
1986,PknL,OE,Rv1708,2.3187,2.13e-36,Induced
1987,PknL,OE,Rv0597c,2.3275,3.79e-34,Induced
1988,PknL,OE,Rv3794,2.329,4.12e-47,Induced
1989,PknL,OE,Rv0341,2.3358,9.94e-44,Induced
1990,PknL,OE,Rv1045,2.3516,4.17e-24,Induced
1991,PknL,OE,Rv0519c,2.3574,2.78e-25,Induced
1992,PknL,OE,Rv2600,2.3652,3e-25,Induced
1993,PknL,OE,Rv0242c,2.3667,9.48e-56,Induced
1994,PknL,OE,Rv2552c,2.3693,3.6e-32,Induced
1995,PknL,OE,Rv2816c,2.3698,2.45e-37,Induced
1996,PknL,OE,Rv1241,2.3708,7.74e-23,Induced
1997,PknL,OE,Rv1252c,2.3761,5.36e-16,Induced
1998,PknL,OE,Rv2190c,2.3838,2.01e-48,Induced
1999,PknL,OE,Rv1883c,2.3958,8.5e-46,Induced
2000,PknL,OE,Rv1816,2.397,4.78e-43,Induced
2001,PknL,OE,Rv0226c,2.3992,3.26e-33,Induced
2002,PknL,OE,Rv0081,2.4049,4.64e-22,Induced
2003,PknL,OE,Rv0651,2.405,1.32e-35,Induced
2004,PknL,OE,Rv1242,2.4094,3.84e-25,Induced
2005,PknL,OE,Rv2248,2.4122,5.53e-35,Induced
2006,PknL,OE,Rv2256c,2.4161,7.61e-55,Induced
2007,PknL,OE,Rv2592c,2.4199,1.19e-28,Induced
2008,PknL,OE,Rv2253,2.423,8.26e-16,Induced
2009,PknL,OE,Rv2349c,2.4275,2.44e-34,Induced
2010,PknL,OE,Rv1131,2.4588,1.4e-21,Induced
2011,PknL,OE,Rv1709,2.4744,4.54e-40,Induced
2012,PknL,OE,Rv1460,2.4861,9.85e-44,Induced
2013,PknL,OE,Rv0652,2.4873,1.68e-12,Induced
2014,PknL,OE,Rv2719c,2.5024,2.63e-21,Induced
2015,PknL,OE,Rv1043c,2.5034,6.51e-30,Induced
2016,PknL,OE,Rv2250A,2.5073,9.88e-19,Induced
2017,PknL,OE,Rv0991c,2.5109,1.5e-30,Induced
2018,PknL,OE,Rv1882c,2.5364,1.57e-52,Induced
2019,PknL,OE,Rv2986c,2.5491,2.69e-16,Induced
2020,PknL,OE,Rv3921c,2.5678,9.36e-45,Induced
2021,PknL,OE,Rv0082,2.5745,2.61e-28,Induced
2022,PknL,OE,Rv1251c,2.5798,1.83e-57,Induced
2023,PknL,OE,Rv1573,2.5807,5.35e-09,Induced
2024,PknL,OE,Rv0179c,2.598,6.68e-59,Induced
2025,PknL,OE,Rv1386,2.6056,1.39e-48,Induced
2026,PknL,OE,Rv2011c,2.6063,3.58e-15,Induced
2027,PknL,OE,Rv2601,2.6211,6.37e-33,Induced
2028,PknL,OE,Rv0129c,2.6254,6.94e-68,Induced
2029,PknL,OE,Rv3717,2.6491,2.6e-30,Induced
2030,PknL,OE,Rv3260c,2.6535,6.88e-63,Induced
2031,PknL,OE,Rv0430,2.6549,5.95e-49,Induced
2032,PknL,OE,Rv0653c,2.6692,1.55e-34,Induced
2033,PknL,OE,Rv1592c,2.6715,1.97e-53,Induced
2034,PknL,OE,Rv0996,2.6766,3.87e-59,Induced
2035,PknL,OE,Rv3054c,2.6848,1.18e-23,Induced
2036,PknL,OE,Rv1613,2.6944,1.42e-53,Induced
2037,PknL,OE,Rv1614,2.7139,3.61e-58,Induced
2038,PknL,OE,Rv3330,2.7255,1.01e-33,Induced
2039,PknL,OE,Rv0847,2.7351,1.29e-62,Induced
2040,PknL,OE,Rv3122,2.7372,1.78e-33,Induced
2041,PknL,OE,Rv0022c,2.7706,9.46e-12,Induced
2042,PknL,OE,Rv0848,2.7708,2.86e-53,Induced
2043,PknL,OE,Rv0867c,2.8131,2.59e-51,Induced
2044,PknL,OE,Rv2642,2.8185,2.7e-35,Induced
2045,PknL,OE,Rv2737c,2.8328,2.06e-62,Induced
2046,PknL,OE,Rv3267,2.8711,1.82e-66,Induced
2047,PknL,OE,Rv3414c,2.885,3.13e-48,Induced
2048,PknL,OE,Rv2189c,2.8915,1.21e-59,Induced
2049,PknL,OE,Rv0312,2.976,9.48e-56,Induced
2050,PknL,OE,Rv2350c,2.9947,1.76e-36,Induced
2051,PknL,OE,Rv2864c,3.0163,1.3e-47,Induced
2052,PknL,OE,Rv1754c,3.0297,2.24e-44,Induced
2053,PknL,OE,Rv0040c,3.0328,2.85e-51,Induced
2054,PknL,OE,Rv2927c,3.0356,2.58e-67,Induced
2055,PknL,OE,Rv1884c,3.0363,3.05e-65,Induced
2056,PknL,OE,Rv0990c,3.0398,1.63e-45,Induced
2057,PknL,OE,Rv2255c,3.0473,2.39e-38,Induced
2058,PknL,OE,Rv2782c,3.0879,4.25e-83,Induced
2059,PknL,OE,Rv3027c,3.1015,2.76e-39,Induced
2060,PknL,OE,Rv3259,3.1107,2.76e-58,Induced
2061,PknL,OE,Rv2254c,3.1586,2.01e-29,Induced
2062,PknL,OE,Rv3920c,3.173,1.41e-79,Induced
2063,PknL,OE,Rv2165c,3.1808,3.29e-56,Induced
2064,PknL,OE,Rv2147c,3.1955,1.98e-48,Induced
2065,PknL,OE,Rv3417c,3.2465,2.32e-82,Induced
2066,PknL,OE,Rv0062,3.2587,3.99e-49,Induced
2067,PknL,OE,Rv1076,3.2599,5.9e-35,Induced
2068,PknL,OE,Rv3660c,3.2768,7.21e-45,Induced
2069,PknL,OE,Rv1158c,3.2775,1.1e-28,Induced
2070,PknL,OE,Rv2987c,3.2899,9.63e-61,Induced
2071,PknL,OE,Rv1566c,3.2995,6.24e-60,Induced
2072,PknL,OE,Rv0351,3.338,1.27e-32,Induced
2073,PknL,OE,Rv2594c,3.3505,3.7e-58,Induced
2074,PknL,OE,Rv3270,3.3888,2.89e-96,Induced
2075,PknL,OE,Rv1220c,3.4023,9.29e-45,Induced
2076,PknL,OE,Rv3258c,3.4412,5.74e-66,Induced
2077,PknL,OE,Rv1706A,3.4459,1.09e-16,Induced
2078,PknL,OE,Rv1698,3.4879,1.06e-71,Induced
2079,PknL,OE,Rv2525c,3.5141,6.44e-64,Induced
2080,PknL,OE,Rv2593c,3.5418,4.42e-31,Induced
2081,PknL,OE,Rv2748c,3.6243,9.18e-97,Induced
2082,PknL,OE,Rv2451,3.6743,4.54e-36,Induced
2083,PknL,OE,Rv2988c,3.7494,1.22e-93,Induced
2084,PknL,OE,Rv2166c,3.7593,4.01e-81,Induced
2085,PknL,OE,Rv0350,3.7745,1.36e-43,Induced
2086,PknL,OE,Rv2817c,3.7882,3.6e-115,Induced
2087,PknL,OE,Rv1478,3.8668,2.04e-64,Induced
2088,PknL,OE,Rv1477,3.882,1.84e-93,Induced
2089,PknL,OE,Rv2150c,3.9984,1.42e-101,Induced
2090,PknL,OE,Rv1697,4.0951,3.79e-112,Induced
2091,PknL,OE,Rv3418c,4.4892,8.47e-109,Induced
2092,PknL,OE,Rv3269,4.4951,1.54e-133,Induced
2093,PknL,OE,Rv3861,4.5376,1.47e-74,Induced
2094,PknL,OE,Rv3862c,4.685,1.73e-74,Induced
2095,PknL,OE,Rv1130,4.72,6.87e-131,Induced
2096,PknL,OE,Rv2450c,5.0239,1.2e-60,Induced
2097,PknL,OE,Rv1057,5.1221,5.05e-132,Induced
2098,PknL,OE,Rv0440,5.1791,2.43e-113,Induced
2099,PknL,LOF,Rv2590,2.0249,3.67e-21,Induced
